Policy ID,Mapped Section,Confidence,Rationale,Source,Status,Description
462bf60f-efaa-4606-b6f9-1e59d78604f6,4.3 Oversight and Accountability,33,High confidence match with '4.3 Oversight and Accountability'. The policy shares key concepts and lexical terms like: and.,Weighted,Varied,Mappings differ across sources. Selected highest confidence section.
462bf60f-efaa-4606-b6f9-1e59d78604f6,4.14 Logging,53,Matched with '4.14 Logging' using combined semantic and lexical similarity.,HF Lexical,Varied,Mappings differ across sources. Selected highest confidence section.
462bf60f-efaa-4606-b6f9-1e59d78604f6,4.14 Logging,65,"Matched with '4.14 Logging' using combined semantic, lexical, embedding, and feedback scores.",Advanced,Varied,Mappings differ across sources. Selected highest confidence section.
463d8b58-1f01-462c-9e30-eca36d8fa11d,4.7 Identity and Access Management,30,High confidence match with '4.7 Identity and Access Management'. The policy shares key concepts and lexical terms like: access.,Weighted,Varied,Mappings differ across sources. Selected highest confidence section.
463d8b58-1f01-462c-9e30-eca36d8fa11d,4.10 Resource Access,55,Matched with '4.10 Resource Access' using combined semantic and lexical similarity.,HF Lexical,Varied,Mappings differ across sources. Selected highest confidence section.
463d8b58-1f01-462c-9e30-eca36d8fa11d,4.10 Resource Access,67,"Matched with '4.10 Resource Access' using combined semantic, lexical, embedding, and feedback scores.",Advanced,Varied,Mappings differ across sources. Selected highest confidence section.
46650641-646e-44a2-beb4-cc97e9aede8e,4.14 Logging,36,High confidence match with '4.14 Logging'. The policy shares key concepts and lexical terms like: logging.,Weighted,Consistent,All mappings agree on section: 4.14 Logging
46650641-646e-44a2-beb4-cc97e9aede8e,4.14 Logging,54,Matched with '4.14 Logging' using combined semantic and lexical similarity.,HF Lexical,Consistent,All mappings agree on section: 4.14 Logging
46650641-646e-44a2-beb4-cc97e9aede8e,4.14 Logging,66,"Matched with '4.14 Logging' using combined semantic, lexical, embedding, and feedback scores.",Advanced,Consistent,All mappings agree on section: 4.14 Logging
466b43de-09e9-41f4-957d-66b689ae77f8,2.1 Shared Responsibility Model,27,High confidence match with '2.1 Shared Responsibility Model'. The policy shares key concepts and lexical terms like: .,Weighted,Varied,Mappings differ across sources. Selected highest confidence section.
466b43de-09e9-41f4-957d-66b689ae77f8,3.0 Purpose,53,Matched with '3.0 Purpose' using combined semantic and lexical similarity.,HF Lexical,Varied,Mappings differ across sources. Selected highest confidence section.
466b43de-09e9-41f4-957d-66b689ae77f8,3.0 Purpose,66,"Matched with '3.0 Purpose' using combined semantic, lexical, embedding, and feedback scores.",Advanced,Varied,Mappings differ across sources. Selected highest confidence section.
466bb5f2-164f-40be-a59d-33c71d435be8,4.19 Cloud Work Planning,32,High confidence match with '4.19 Cloud Work Planning'. The policy shares key concepts and lexical terms like: cloud.,Weighted,Varied,Mappings differ across sources. Selected highest confidence section.
466bb5f2-164f-40be-a59d-33c71d435be8,4.17 Asset Tags,53,Matched with '4.17 Asset Tags' using combined semantic and lexical similarity.,HF Lexical,Varied,Mappings differ across sources. Selected highest confidence section.
466bb5f2-164f-40be-a59d-33c71d435be8,4.17 Asset Tags,66,"Matched with '4.17 Asset Tags' using combined semantic, lexical, embedding, and feedback scores.",Advanced,Varied,Mappings differ across sources. Selected highest confidence section.
466bdecd-2090-4f37-8ee3-2dd0e8de0573,4.3 Oversight and Accountability,30,High confidence match with '4.3 Oversight and Accountability'. The policy shares key concepts and lexical terms like: and.,Weighted,Varied,Mappings differ across sources. Selected highest confidence section.
466bdecd-2090-4f37-8ee3-2dd0e8de0573,3.0 Purpose,54,Matched with '3.0 Purpose' using combined semantic and lexical similarity.,HF Lexical,Varied,Mappings differ across sources. Selected highest confidence section.
466bdecd-2090-4f37-8ee3-2dd0e8de0573,4.14 Logging,66,"Matched with '4.14 Logging' using combined semantic, lexical, embedding, and feedback scores.",Advanced,Varied,Mappings differ across sources. Selected highest confidence section.
4678eb53-5a6f-4d63-b2ee-356285a2c0ee,4.1 Roles and Responsibilities,25,High confidence match with '4.1 Roles and Responsibilities'. The policy shares key concepts and lexical terms like: .,Weighted,Varied,Mappings differ across sources. Selected highest confidence section.
4678eb53-5a6f-4d63-b2ee-356285a2c0ee,1.0 Overview,49,Matched with '1.0 Overview' using combined semantic and lexical similarity.,HF Lexical,Varied,Mappings differ across sources. Selected highest confidence section.
4678eb53-5a6f-4d63-b2ee-356285a2c0ee,1.0 Overview,63,"Matched with '1.0 Overview' using combined semantic, lexical, embedding, and feedback scores.",Advanced,Varied,Mappings differ across sources. Selected highest confidence section.
469a0145-d6dd-4e83-8904-02de65a8b94f,,24,No confident mapping found. Lexical and semantic similarity scores are below the threshold.,Weighted,Varied,Mappings differ across sources. Selected highest confidence section.
469a0145-d6dd-4e83-8904-02de65a8b94f,6.0 Exceptions,54,Matched with '6.0 Exceptions' using combined semantic and lexical similarity.,HF Lexical,Varied,Mappings differ across sources. Selected highest confidence section.
469a0145-d6dd-4e83-8904-02de65a8b94f,6.0 Exceptions,65,"Matched with '6.0 Exceptions' using combined semantic, lexical, embedding, and feedback scores.",Advanced,Varied,Mappings differ across sources. Selected highest confidence section.
469d5c1d-cb21-46aa-b769-0638853f2144,4.3 Oversight and Accountability,42,High confidence match with '4.3 Oversight and Accountability'. The policy shares key concepts and lexical terms like: and.,Weighted,Varied,Mappings differ across sources. Selected highest confidence section.
469d5c1d-cb21-46aa-b769-0638853f2144,4.14 Logging,52,Matched with '4.14 Logging' using combined semantic and lexical similarity.,HF Lexical,Varied,Mappings differ across sources. Selected highest confidence section.
469d5c1d-cb21-46aa-b769-0638853f2144,4.14 Logging,65,"Matched with '4.14 Logging' using combined semantic, lexical, embedding, and feedback scores.",Advanced,Varied,Mappings differ across sources. Selected highest confidence section.
46ac0ff8-b6e9-4db5-8c60-e9356d1a9c7a,4.8 Security Principals for CSP Administration,25,High confidence match with '4.8 Security Principals for CSP Administration'. The policy shares key concepts and lexical terms like: .,Weighted,Varied,Mappings differ across sources. Selected highest confidence section.
46ac0ff8-b6e9-4db5-8c60-e9356d1a9c7a,4.5 Non-Production Environments,51,Matched with '4.5 Non-Production Environments' using combined semantic and lexical similarity.,HF Lexical,Varied,Mappings differ across sources. Selected highest confidence section.
46ac0ff8-b6e9-4db5-8c60-e9356d1a9c7a,4.5 Non-Production Environments,64,"Matched with '4.5 Non-Production Environments' using combined semantic, lexical, embedding, and feedback scores.",Advanced,Varied,Mappings differ across sources. Selected highest confidence section.
46bfa5d5-df04-4390-85ce-f312d62677f4,,24,No confident mapping found. Lexical and semantic similarity scores are below the threshold.,Weighted,Varied,Mappings differ across sources. Selected highest confidence section.
46bfa5d5-df04-4390-85ce-f312d62677f4,3.0 Purpose,51,Matched with '3.0 Purpose' using combined semantic and lexical similarity.,HF Lexical,Varied,Mappings differ across sources. Selected highest confidence section.
46bfa5d5-df04-4390-85ce-f312d62677f4,3.0 Purpose,64,"Matched with '3.0 Purpose' using combined semantic, lexical, embedding, and feedback scores.",Advanced,Varied,Mappings differ across sources. Selected highest confidence section.
46d178fa-fee0-4353-bee5-e953f49f6a67,4.13 Technology Approval and Third-Party Components,25,High confidence match with '4.13 Technology Approval and Third-Party Components'. The policy shares key concepts and lexical terms like: .,Weighted,Varied,Mappings differ across sources. Selected highest confidence section.
46d178fa-fee0-4353-bee5-e953f49f6a67,4.14 Logging,53,Matched with '4.14 Logging' using combined semantic and lexical similarity.,HF Lexical,Varied,Mappings differ across sources. Selected highest confidence section.
46d178fa-fee0-4353-bee5-e953f49f6a67,4.14 Logging,65,"Matched with '4.14 Logging' using combined semantic, lexical, embedding, and feedback scores.",Advanced,Varied,Mappings differ across sources. Selected highest confidence section.
46d8388d-72e4-413c-9a44-3670df42cfea,4.13 Technology Approval and Third-Party Components,27,High confidence match with '4.13 Technology Approval and Third-Party Components'. The policy shares key concepts and lexical terms like: .,Weighted,Varied,Mappings differ across sources. Selected highest confidence section.
46d8388d-72e4-413c-9a44-3670df42cfea,6.0 Exceptions,48,Matched with '6.0 Exceptions' using combined semantic and lexical similarity.,HF Lexical,Varied,Mappings differ across sources. Selected highest confidence section.
46d8388d-72e4-413c-9a44-3670df42cfea,4.17 Asset Tags,62,"Matched with '4.17 Asset Tags' using combined semantic, lexical, embedding, and feedback scores.",Advanced,Varied,Mappings differ across sources. Selected highest confidence section.
46e1537f-6d6e-4221-8a14-512f9b87616e,,24,No confident mapping found. Lexical and semantic similarity scores are below the threshold.,Weighted,Varied,Mappings differ across sources. Selected highest confidence section.
46e1537f-6d6e-4221-8a14-512f9b87616e,4.17 Asset Tags,52,Matched with '4.17 Asset Tags' using combined semantic and lexical similarity.,HF Lexical,Varied,Mappings differ across sources. Selected highest confidence section.
46e1537f-6d6e-4221-8a14-512f9b87616e,4.17 Asset Tags,65,"Matched with '4.17 Asset Tags' using combined semantic, lexical, embedding, and feedback scores.",Advanced,Varied,Mappings differ across sources. Selected highest confidence section.
46e1ba70-fb35-4a44-a551-17ea04c4d8e7,4.13 Technology Approval and Third-Party Components,25,High confidence match with '4.13 Technology Approval and Third-Party Components'. The policy shares key concepts and lexical terms like: .,Weighted,Varied,Mappings differ across sources. Selected highest confidence section.
46e1ba70-fb35-4a44-a551-17ea04c4d8e7,4.17 Asset Tags,53,Matched with '4.17 Asset Tags' using combined semantic and lexical similarity.,HF Lexical,Varied,Mappings differ across sources. Selected highest confidence section.
46e1ba70-fb35-4a44-a551-17ea04c4d8e7,4.17 Asset Tags,66,"Matched with '4.17 Asset Tags' using combined semantic, lexical, embedding, and feedback scores.",Advanced,Varied,Mappings differ across sources. Selected highest confidence section.
46e24e8c-945c-4048-91f2-800cccf54613,4.8 Security Principals for CSP Administration,37,"High confidence match with '4.8 Security Principals for CSP Administration'. The policy shares key concepts and lexical terms like: for, security.",Weighted,Varied,Mappings differ across sources. Selected highest confidence section.
46e24e8c-945c-4048-91f2-800cccf54613,4.17 Asset Tags,56,Matched with '4.17 Asset Tags' using combined semantic and lexical similarity.,HF Lexical,Varied,Mappings differ across sources. Selected highest confidence section.
46e24e8c-945c-4048-91f2-800cccf54613,4.17 Asset Tags,67,"Matched with '4.17 Asset Tags' using combined semantic, lexical, embedding, and feedback scores.",Advanced,Varied,Mappings differ across sources. Selected highest confidence section.
470796d2-3ed6-40a3-b26a-e882afce4090,4.15 SIEM Integration,51,High confidence match with '4.15 SIEM Integration'. The policy shares key concepts and lexical terms like: integration.,Weighted,Varied,Mappings differ across sources. Selected highest confidence section.
470796d2-3ed6-40a3-b26a-e882afce4090,4.17 Asset Tags,58,Matched with '4.17 Asset Tags' using combined semantic and lexical similarity.,HF Lexical,Varied,Mappings differ across sources. Selected highest confidence section.
470796d2-3ed6-40a3-b26a-e882afce4090,4.17 Asset Tags,68,"Matched with '4.17 Asset Tags' using combined semantic, lexical, embedding, and feedback scores.",Advanced,Varied,Mappings differ across sources. Selected highest confidence section.
470bdde5-6839-4457-a3df-a8de6713bdba,,23,No confident mapping found. Lexical and semantic similarity scores are below the threshold.,Weighted,Varied,Mappings differ across sources. Selected highest confidence section.
470bdde5-6839-4457-a3df-a8de6713bdba,6.0 Exceptions,52,Matched with '6.0 Exceptions' using combined semantic and lexical similarity.,HF Lexical,Varied,Mappings differ across sources. Selected highest confidence section.
470bdde5-6839-4457-a3df-a8de6713bdba,4.17 Asset Tags,65,"Matched with '4.17 Asset Tags' using combined semantic, lexical, embedding, and feedback scores.",Advanced,Varied,Mappings differ across sources. Selected highest confidence section.
4720540d-7c36-4456-a782-1e0c2be13663,,23,No confident mapping found. Lexical and semantic similarity scores are below the threshold.,Weighted,Varied,Mappings differ across sources. Selected highest confidence section.
4720540d-7c36-4456-a782-1e0c2be13663,6.0 Exceptions,50,Matched with '6.0 Exceptions' using combined semantic and lexical similarity.,HF Lexical,Varied,Mappings differ across sources. Selected highest confidence section.
4720540d-7c36-4456-a782-1e0c2be13663,6.0 Exceptions,63,"Matched with '6.0 Exceptions' using combined semantic, lexical, embedding, and feedback scores.",Advanced,Varied,Mappings differ across sources. Selected highest confidence section.
472e08a2-c741-43eb-a3ca-e2f5cd275cf7,2.1 Shared Responsibility Model,37,High confidence match with '2.1 Shared Responsibility Model'. The policy shares key concepts and lexical terms like: 21.,Weighted,Varied,Mappings differ across sources. Selected highest confidence section.
472e08a2-c741-43eb-a3ca-e2f5cd275cf7,4.17 Asset Tags,54,Matched with '4.17 Asset Tags' using combined semantic and lexical similarity.,HF Lexical,Varied,Mappings differ across sources. Selected highest confidence section.
472e08a2-c741-43eb-a3ca-e2f5cd275cf7,4.17 Asset Tags,66,"Matched with '4.17 Asset Tags' using combined semantic, lexical, embedding, and feedback scores.",Advanced,Varied,Mappings differ across sources. Selected highest confidence section.
473b2317-65ab-4036-8eb0-b6de2b28b14b,4.7 Identity and Access Management,25,High confidence match with '4.7 Identity and Access Management'. The policy shares key concepts and lexical terms like: .,Weighted,Varied,Mappings differ across sources. Selected highest confidence section.
473b2317-65ab-4036-8eb0-b6de2b28b14b,4.5 Non-Production Environments,50,Matched with '4.5 Non-Production Environments' using combined semantic and lexical similarity.,HF Lexical,Varied,Mappings differ across sources. Selected highest confidence section.
473b2317-65ab-4036-8eb0-b6de2b28b14b,4.5 Non-Production Environments,63,"Matched with '4.5 Non-Production Environments' using combined semantic, lexical, embedding, and feedback scores.",Advanced,Varied,Mappings differ across sources. Selected highest confidence section.
474c3b30-0dc8-44b5-835f-4de945cf28a9,,24,No confident mapping found. Lexical and semantic similarity scores are below the threshold.,Weighted,Varied,Mappings differ across sources. Selected highest confidence section.
474c3b30-0dc8-44b5-835f-4de945cf28a9,6.0 Exceptions,48,Matched with '6.0 Exceptions' using combined semantic and lexical similarity.,HF Lexical,Varied,Mappings differ across sources. Selected highest confidence section.
474c3b30-0dc8-44b5-835f-4de945cf28a9,6.0 Exceptions,62,"Matched with '6.0 Exceptions' using combined semantic, lexical, embedding, and feedback scores.",Advanced,Varied,Mappings differ across sources. Selected highest confidence section.
47682900-9c5d-45f2-b53d-a0450870e66a,4.3 Oversight and Accountability,44,High confidence match with '4.3 Oversight and Accountability'. The policy shares key concepts and lexical terms like: and.,Weighted,Varied,Mappings differ across sources. Selected highest confidence section.
47682900-9c5d-45f2-b53d-a0450870e66a,4.14 Logging,53,Matched with '4.14 Logging' using combined semantic and lexical similarity.,HF Lexical,Varied,Mappings differ across sources. Selected highest confidence section.
47682900-9c5d-45f2-b53d-a0450870e66a,4.14 Logging,66,"Matched with '4.14 Logging' using combined semantic, lexical, embedding, and feedback scores.",Advanced,Varied,Mappings differ across sources. Selected highest confidence section.
4779ab55-2f4b-48cf-b4a9-828165a73f77,4.8 Security Principals for CSP Administration,29,High confidence match with '4.8 Security Principals for CSP Administration'. The policy shares key concepts and lexical terms like: for.,Weighted,Varied,Mappings differ across sources. Selected highest confidence section.
4779ab55-2f4b-48cf-b4a9-828165a73f77,4.13 Technology Approval and Third-Party Components,52,Matched with '4.13 Technology Approval and Third-Party Components' using combined semantic and lexical similarity.,HF Lexical,Varied,Mappings differ across sources. Selected highest confidence section.
4779ab55-2f4b-48cf-b4a9-828165a73f77,4.13 Technology Approval and Third-Party Components,64,"Matched with '4.13 Technology Approval and Third-Party Components' using combined semantic, lexical, embedding, and feedback scores.",Advanced,Varied,Mappings differ across sources. Selected highest confidence section.
478434a1-ff6c-492e-b411-c427c06291d9,4.3 Oversight and Accountability,25,High confidence match with '4.3 Oversight and Accountability'. The policy shares key concepts and lexical terms like: .,Weighted,Varied,Mappings differ across sources. Selected highest confidence section.
478434a1-ff6c-492e-b411-c427c06291d9,4.17 Asset Tags,50,Matched with '4.17 Asset Tags' using combined semantic and lexical similarity.,HF Lexical,Varied,Mappings differ across sources. Selected highest confidence section.
478434a1-ff6c-492e-b411-c427c06291d9,4.17 Asset Tags,64,"Matched with '4.17 Asset Tags' using combined semantic, lexical, embedding, and feedback scores.",Advanced,Varied,Mappings differ across sources. Selected highest confidence section.
4786106e-05b8-4184-b650-b10fa6b1b6a0,4.14 Logging,42,High confidence match with '4.14 Logging'. The policy shares key concepts and lexical terms like: logging.,Weighted,Consistent,All mappings agree on section: 4.14 Logging
4786106e-05b8-4184-b650-b10fa6b1b6a0,4.14 Logging,57,Matched with '4.14 Logging' using combined semantic and lexical similarity.,HF Lexical,Consistent,All mappings agree on section: 4.14 Logging
4786106e-05b8-4184-b650-b10fa6b1b6a0,4.14 Logging,68,"Matched with '4.14 Logging' using combined semantic, lexical, embedding, and feedback scores.",Advanced,Consistent,All mappings agree on section: 4.14 Logging
479298fe-f16c-4f42-8ada-5f6598dc88a2,4.1 Roles and Responsibilities,25,High confidence match with '4.1 Roles and Responsibilities'. The policy shares key concepts and lexical terms like: .,Weighted,Varied,Mappings differ across sources. Selected highest confidence section.
479298fe-f16c-4f42-8ada-5f6598dc88a2,6.0 Exceptions,51,Matched with '6.0 Exceptions' using combined semantic and lexical similarity.,HF Lexical,Varied,Mappings differ across sources. Selected highest confidence section.
479298fe-f16c-4f42-8ada-5f6598dc88a2,6.0 Exceptions,64,"Matched with '6.0 Exceptions' using combined semantic, lexical, embedding, and feedback scores.",Advanced,Varied,Mappings differ across sources. Selected highest confidence section.
47a93d3d-1a0e-4487-97d9-c602338c607c,4.13 Technology Approval and Third-Party Components,25,High confidence match with '4.13 Technology Approval and Third-Party Components'. The policy shares key concepts and lexical terms like: .,Weighted,Varied,Mappings differ across sources. Selected highest confidence section.
47a93d3d-1a0e-4487-97d9-c602338c607c,4.12 Production Access Management,50,Matched with '4.12 Production Access Management' using combined semantic and lexical similarity.,HF Lexical,Varied,Mappings differ across sources. Selected highest confidence section.
47a93d3d-1a0e-4487-97d9-c602338c607c,4.12 Production Access Management,63,"Matched with '4.12 Production Access Management' using combined semantic, lexical, embedding, and feedback scores.",Advanced,Varied,Mappings differ across sources. Selected highest confidence section.
47ff5620-39a5-4859-b020-0a8d0d9e192a,4.8 Security Principals for CSP Administration,25,High confidence match with '4.8 Security Principals for CSP Administration'. The policy shares key concepts and lexical terms like: .,Weighted,Varied,Mappings differ across sources. Selected highest confidence section.
47ff5620-39a5-4859-b020-0a8d0d9e192a,1.0 Overview,51,Matched with '1.0 Overview' using combined semantic and lexical similarity.,HF Lexical,Varied,Mappings differ across sources. Selected highest confidence section.
47ff5620-39a5-4859-b020-0a8d0d9e192a,1.0 Overview,65,"Matched with '1.0 Overview' using combined semantic, lexical, embedding, and feedback scores.",Advanced,Varied,Mappings differ across sources. Selected highest confidence section.
4802ae23-097f-49c9-a96e-331da5ba85bb,4.8 Security Principals for CSP Administration,25,High confidence match with '4.8 Security Principals for CSP Administration'. The policy shares key concepts and lexical terms like: .,Weighted,Varied,Mappings differ across sources. Selected highest confidence section.
4802ae23-097f-49c9-a96e-331da5ba85bb,4.14 Logging,52,Matched with '4.14 Logging' using combined semantic and lexical similarity.,HF Lexical,Varied,Mappings differ across sources. Selected highest confidence section.
4802ae23-097f-49c9-a96e-331da5ba85bb,4.14 Logging,64,"Matched with '4.14 Logging' using combined semantic, lexical, embedding, and feedback scores.",Advanced,Varied,Mappings differ across sources. Selected highest confidence section.
4810bdba-6daa-4297-8bca-990eb7ea77b0,4.7 Identity and Access Management,42,High confidence match with '4.7 Identity and Access Management'. The policy shares key concepts and lexical terms like: management.,Weighted,Varied,Mappings differ across sources. Selected highest confidence section.
4810bdba-6daa-4297-8bca-990eb7ea77b0,4.5 Non-Production Environments,52,Matched with '4.5 Non-Production Environments' using combined semantic and lexical similarity.,HF Lexical,Varied,Mappings differ across sources. Selected highest confidence section.
4810bdba-6daa-4297-8bca-990eb7ea77b0,4.5 Non-Production Environments,66,"Matched with '4.5 Non-Production Environments' using combined semantic, lexical, embedding, and feedback scores.",Advanced,Varied,Mappings differ across sources. Selected highest confidence section.
48176c48-daf5-4fd0-93d5-58db6effbb33,4.8 Security Principals for CSP Administration,35,"High confidence match with '4.8 Security Principals for CSP Administration'. The policy shares key concepts and lexical terms like: for, security.",Weighted,Varied,Mappings differ across sources. Selected highest confidence section.
48176c48-daf5-4fd0-93d5-58db6effbb33,4.17 Asset Tags,52,Matched with '4.17 Asset Tags' using combined semantic and lexical similarity.,HF Lexical,Varied,Mappings differ across sources. Selected highest confidence section.
48176c48-daf5-4fd0-93d5-58db6effbb33,4.17 Asset Tags,64,"Matched with '4.17 Asset Tags' using combined semantic, lexical, embedding, and feedback scores.",Advanced,Varied,Mappings differ across sources. Selected highest confidence section.
48189c87-b39d-4261-a49e-a6ba56dc6772,4.8 Security Principals for CSP Administration,25,High confidence match with '4.8 Security Principals for CSP Administration'. The policy shares key concepts and lexical terms like: .,Weighted,Varied,Mappings differ across sources. Selected highest confidence section.
48189c87-b39d-4261-a49e-a6ba56dc6772,3.0 Purpose,51,Matched with '3.0 Purpose' using combined semantic and lexical similarity.,HF Lexical,Varied,Mappings differ across sources. Selected highest confidence section.
48189c87-b39d-4261-a49e-a6ba56dc6772,3.0 Purpose,65,"Matched with '3.0 Purpose' using combined semantic, lexical, embedding, and feedback scores.",Advanced,Varied,Mappings differ across sources. Selected highest confidence section.
48445610-dd34-418d-aaf6-fdc96f451957,4.13 Technology Approval and Third-Party Components,27,High confidence match with '4.13 Technology Approval and Third-Party Components'. The policy shares key concepts and lexical terms like: .,Weighted,Varied,Mappings differ across sources. Selected highest confidence section.
48445610-dd34-418d-aaf6-fdc96f451957,3.0 Purpose,51,Matched with '3.0 Purpose' using combined semantic and lexical similarity.,HF Lexical,Varied,Mappings differ across sources. Selected highest confidence section.
48445610-dd34-418d-aaf6-fdc96f451957,3.0 Purpose,65,"Matched with '3.0 Purpose' using combined semantic, lexical, embedding, and feedback scores.",Advanced,Varied,Mappings differ across sources. Selected highest confidence section.
485affec-3e5b-463c-a8a0-2f6669315031,4.3 Oversight and Accountability,31,High confidence match with '4.3 Oversight and Accountability'. The policy shares key concepts and lexical terms like: and.,Weighted,Varied,Mappings differ across sources. Selected highest confidence section.
485affec-3e5b-463c-a8a0-2f6669315031,4.14 Logging,52,Matched with '4.14 Logging' using combined semantic and lexical similarity.,HF Lexical,Varied,Mappings differ across sources. Selected highest confidence section.
485affec-3e5b-463c-a8a0-2f6669315031,4.14 Logging,65,"Matched with '4.14 Logging' using combined semantic, lexical, embedding, and feedback scores.",Advanced,Varied,Mappings differ across sources. Selected highest confidence section.
48744a10-f434-4930-b9ff-4cf8903f50ff,4.8 Security Principals for CSP Administration,27,High confidence match with '4.8 Security Principals for CSP Administration'. The policy shares key concepts and lexical terms like: for.,Weighted,Varied,Mappings differ across sources. Selected highest confidence section.
48744a10-f434-4930-b9ff-4cf8903f50ff,4.17 Asset Tags,53,Matched with '4.17 Asset Tags' using combined semantic and lexical similarity.,HF Lexical,Varied,Mappings differ across sources. Selected highest confidence section.
48744a10-f434-4930-b9ff-4cf8903f50ff,4.17 Asset Tags,65,"Matched with '4.17 Asset Tags' using combined semantic, lexical, embedding, and feedback scores.",Advanced,Varied,Mappings differ across sources. Selected highest confidence section.
487d78f9-875c-44e7-ba4a-d1b945f404b4,4.13 Technology Approval and Third-Party Components,25,High confidence match with '4.13 Technology Approval and Third-Party Components'. The policy shares key concepts and lexical terms like: .,Weighted,Varied,Mappings differ across sources. Selected highest confidence section.
487d78f9-875c-44e7-ba4a-d1b945f404b4,4.17 Asset Tags,51,Matched with '4.17 Asset Tags' using combined semantic and lexical similarity.,HF Lexical,Varied,Mappings differ across sources. Selected highest confidence section.
487d78f9-875c-44e7-ba4a-d1b945f404b4,4.17 Asset Tags,65,"Matched with '4.17 Asset Tags' using combined semantic, lexical, embedding, and feedback scores.",Advanced,Varied,Mappings differ across sources. Selected highest confidence section.
4883d49e-949e-48db-82b5-ef3c3a043670,4.19 Cloud Work Planning,33,High confidence match with '4.19 Cloud Work Planning'. The policy shares key concepts and lexical terms like: cloud.,Weighted,Varied,Mappings differ across sources. Selected highest confidence section.
4883d49e-949e-48db-82b5-ef3c3a043670,4.4 Approved CSPs,54,Matched with '4.4 Approved CSPs' using combined semantic and lexical similarity.,HF Lexical,Varied,Mappings differ across sources. Selected highest confidence section.
4883d49e-949e-48db-82b5-ef3c3a043670,4.4 Approved CSPs,64,"Matched with '4.4 Approved CSPs' using combined semantic, lexical, embedding, and feedback scores.",Advanced,Varied,Mappings differ across sources. Selected highest confidence section.
48aad0c9-963a-41c2-9c34-38b92be5ee5c,4.8 Security Principals for CSP Administration,26,High confidence match with '4.8 Security Principals for CSP Administration'. The policy shares key concepts and lexical terms like: .,Weighted,Varied,Mappings differ across sources. Selected highest confidence section.
48aad0c9-963a-41c2-9c34-38b92be5ee5c,3.0 Purpose,52,Matched with '3.0 Purpose' using combined semantic and lexical similarity.,HF Lexical,Varied,Mappings differ across sources. Selected highest confidence section.
48aad0c9-963a-41c2-9c34-38b92be5ee5c,3.0 Purpose,65,"Matched with '3.0 Purpose' using combined semantic, lexical, embedding, and feedback scores.",Advanced,Varied,Mappings differ across sources. Selected highest confidence section.
48cb241d-5863-425c-aa44-a526824b44fa,4.11 Privileged Identity Management,26,High confidence match with '4.11 Privileged Identity Management'. The policy shares key concepts and lexical terms like: .,Weighted,Varied,Mappings differ across sources. Selected highest confidence section.
48cb241d-5863-425c-aa44-a526824b44fa,4.17 Asset Tags,52,Matched with '4.17 Asset Tags' using combined semantic and lexical similarity.,HF Lexical,Varied,Mappings differ across sources. Selected highest confidence section.
48cb241d-5863-425c-aa44-a526824b44fa,4.17 Asset Tags,65,"Matched with '4.17 Asset Tags' using combined semantic, lexical, embedding, and feedback scores.",Advanced,Varied,Mappings differ across sources. Selected highest confidence section.
48ea6558-3ed5-4920-8e4d-d687a36d7f4e,4.19 Cloud Work Planning,32,High confidence match with '4.19 Cloud Work Planning'. The policy shares key concepts and lexical terms like: cloud.,Weighted,Varied,Mappings differ across sources. Selected highest confidence section.
48ea6558-3ed5-4920-8e4d-d687a36d7f4e,4.17 Asset Tags,54,Matched with '4.17 Asset Tags' using combined semantic and lexical similarity.,HF Lexical,Varied,Mappings differ across sources. Selected highest confidence section.
48ea6558-3ed5-4920-8e4d-d687a36d7f4e,4.17 Asset Tags,66,"Matched with '4.17 Asset Tags' using combined semantic, lexical, embedding, and feedback scores.",Advanced,Varied,Mappings differ across sources. Selected highest confidence section.
48ec1bd2-6f41-4289-8d51-7d7937633644,4.7 Identity and Access Management,26,High confidence match with '4.7 Identity and Access Management'. The policy shares key concepts and lexical terms like: .,Weighted,Varied,Mappings differ across sources. Selected highest confidence section.
48ec1bd2-6f41-4289-8d51-7d7937633644,6.0 Exceptions,52,Matched with '6.0 Exceptions' using combined semantic and lexical similarity.,HF Lexical,Varied,Mappings differ across sources. Selected highest confidence section.
48ec1bd2-6f41-4289-8d51-7d7937633644,6.0 Exceptions,64,"Matched with '6.0 Exceptions' using combined semantic, lexical, embedding, and feedback scores.",Advanced,Varied,Mappings differ across sources. Selected highest confidence section.
49040160-0201-47a2-aa6e-4a6e3202d45a,4.12 Production Access Management,27,High confidence match with '4.12 Production Access Management'. The policy shares key concepts and lexical terms like: .,Weighted,Varied,Mappings differ across sources. Selected highest confidence section.
49040160-0201-47a2-aa6e-4a6e3202d45a,4.4 Approved CSPs,52,Matched with '4.4 Approved CSPs' using combined semantic and lexical similarity.,HF Lexical,Varied,Mappings differ across sources. Selected highest confidence section.
49040160-0201-47a2-aa6e-4a6e3202d45a,4.4 Approved CSPs,65,"Matched with '4.4 Approved CSPs' using combined semantic, lexical, embedding, and feedback scores.",Advanced,Varied,Mappings differ across sources. Selected highest confidence section.
490cd4de-d25e-4b87-8b06-1ef636fc36d9,4.8 Security Principals for CSP Administration,25,High confidence match with '4.8 Security Principals for CSP Administration'. The policy shares key concepts and lexical terms like: .,Weighted,Varied,Mappings differ across sources. Selected highest confidence section.
