CSV Source,Policy Name,Mapped Section,Confidence,Accuracy,AI Rationale
mapped_policies_output_hf_lexical.csv,Azure AD Users can consent to apps accessing company data on their behalf is enabled,Page 4,0.88,High,Content mapped to PDF section on page 4 with confidence 0.88.
mapped_policies_output_hf_lexical.csv,Azure AD user with effective permissions to create AWS IAM users,Page 4,0.98,High,Content mapped to PDF section on page 4 with confidence 0.98.
mapped_policies_output_hf_lexical.csv,Azure AD user with permissions to manage Azure permissions broadly that was not used in the last 90 days,Page 4,0.79,High,Content mapped to PDF section on page 4 with confidence 0.79.
mapped_policies_output_hf_lexical.csv,Azure AD user with the Azure built-in roles of Contributor,Page 1,0.99,High,Content mapped to PDF section on page 1 with confidence 0.99.
mapped_policies_output_hf_lexical.csv,Azure AD user with the Azure built-in roles of Owner,Page 2,0.99,High,Content mapped to PDF section on page 2 with confidence 0.99.
mapped_policies_output_hf_lexical.csv,Azure AD user with the Azure built-in roles of Reader,Page 2,0.99,High,Content mapped to PDF section on page 2 with confidence 0.99.
mapped_policies_output_hf_lexical.csv,Azure AD users with broad Key Vault access through Built-in Azure roles,Page 4,0.95,High,Content mapped to PDF section on page 4 with confidence 0.95.
mapped_policies_output_hf_lexical.csv,Azure AD users with broad Key Vault management access,Page 1,0.98,High,Content mapped to PDF section on page 1 with confidence 0.98.
mapped_policies_output_hf_lexical.csv,Azure AKS K8s service with network path from the internet (0.0.0.0/0),Page 1,0.97,High,Content mapped to PDF section on page 1 with confidence 0.97.
mapped_policies_output_hf_lexical.csv,Azure AKS K8s service with network path from the internet (0.0.0.0/0) on ports 80/443,Page 4,0.91,High,Content mapped to PDF section on page 4 with confidence 0.91.
mapped_policies_output_hf_lexical.csv,Azure AKS K8s service with network path from the untrust internet source on ports with high risk,Page 4,0.81,High,Content mapped to PDF section on page 4 with confidence 0.81.
mapped_policies_output_hf_lexical.csv,Azure AKS cluster Azure CNI networking not enabled,Page 2,0.98,High,Content mapped to PDF section on page 2 with confidence 0.98.
mapped_policies_output_hf_lexical.csv,Azure AKS cluster HTTP application routing enabled,Page 2,0.97,High,Content mapped to PDF section on page 2 with confidence 0.97.
mapped_policies_output_hf_lexical.csv,Azure AKS cluster configured with overly permissive API server access,Page 4,0.94,High,Content mapped to PDF section on page 4 with confidence 0.94.
mapped_policies_output_hf_lexical.csv,Azure AKS cluster is not configured with disk encryption set,Page 5,0.99,High,Content mapped to PDF section on page 5 with confidence 0.99.
mapped_policies_output_hf_lexical.csv,Azure AKS cluster monitoring not enabled,Page 2,0.91,High,Content mapped to PDF section on page 2 with confidence 0.91.
mapped_policies_output_hf_lexical.csv,Azure AKS cluster network policies are not enforced,Page 2,0.98,High,Content mapped to PDF section on page 2 with confidence 0.98.
mapped_policies_output_hf_lexical.csv,Azure AKS cluster nodes have public IP addresses,Page 2,0.98,High,Content mapped to PDF section on page 2 with confidence 0.98.
mapped_policies_output_hf_lexical.csv,Azure AKS cluster pool profile count - windows - contains at least 1 node,Page 4,0.96,High,Content mapped to PDF section on page 4 with confidence 0.96.
mapped_policies_output_hf_lexical.csv,Azure AKS cluster pool profile count - windows - no nodes,Page 1,0.98,High,Content mapped to PDF section on page 1 with confidence 0.98.
mapped_policies_output_hf_lexical.csv,Azure AKS cluster pool profile count contains less than 3 nodes,Page 4,0.99,High,Content mapped to PDF section on page 4 with confidence 0.99.
mapped_policies_output_hf_lexical.csv,Azure AKS enable role-based access control (RBAC) not enforced,Page 5,0.98,High,Content mapped to PDF section on page 5 with confidence 0.98.
mapped_policies_output_hf_lexical.csv,Azure Active Directory Guest users found,Page 2,0.91,High,Content mapped to PDF section on page 2 with confidence 0.91.
mapped_policies_output_hf_lexical.csv,Azure Active Directory MFA is not enabled for user,Page 3,0.99,High,Content mapped to PDF section on page 3 with confidence 0.99.
mapped_policies_output_hf_lexical.csv,Azure Active Directory Security Defaults is disabled,Page 1,0.99,High,Content mapped to PDF section on page 1 with confidence 0.99.
mapped_policies_output_hf_lexical.csv,Azure Activity Log retention should not be set to less than 365 days,Page 4,0.97,High,Content mapped to PDF section on page 4 with confidence 0.97.
mapped_policies_output_hf_lexical.csv,Azure Activity log alert for Create or update SQL server firewall rule does not exist,Page 4,0.86,High,Content mapped to PDF section on page 4 with confidence 0.86.
mapped_policies_output_hf_lexical.csv,Azure Activity log alert for Create or update network security group does not exist,Page 4,0.87,High,Content mapped to PDF section on page 4 with confidence 0.87.
mapped_policies_output_hf_lexical.csv,Azure Activity log alert for Create or update network security group rule does not exist,Page 4,0.85,High,Content mapped to PDF section on page 4 with confidence 0.85.
mapped_policies_output_hf_lexical.csv,Azure Activity log alert for Create or update public IP address rule does not exist,Page 4,0.88,High,Content mapped to PDF section on page 4 with confidence 0.88.
mapped_policies_output_hf_lexical.csv,Azure Activity log alert for Create or update security solution does not exist,Page 4,0.9,High,Content mapped to PDF section on page 4 with confidence 0.9.
mapped_policies_output_hf_lexical.csv,Azure Activity log alert for Create policy assignment does not exist,Page 4,0.96,High,Content mapped to PDF section on page 4 with confidence 0.96.
mapped_policies_output_hf_lexical.csv,Azure Activity log alert for Delete SQL server firewall rule does not exist,Page 4,0.92,High,Content mapped to PDF section on page 4 with confidence 0.92.
mapped_policies_output_hf_lexical.csv,Azure Activity log alert for Delete network security group does not exist,Page 4,0.93,High,Content mapped to PDF section on page 4 with confidence 0.93.
mapped_policies_output_hf_lexical.csv,Azure Activity log alert for Delete network security group rule does not exist,Page 4,0.9,High,Content mapped to PDF section on page 4 with confidence 0.9.
mapped_policies_output_hf_lexical.csv,Azure Activity log alert for Delete public IP address rule does not exist,Page 4,0.93,High,Content mapped to PDF section on page 4 with confidence 0.93.
mapped_policies_output_hf_lexical.csv,Azure Activity log alert for Delete security solution does not exist,Page 4,0.96,High,Content mapped to PDF section on page 4 with confidence 0.96.
mapped_policies_output_hf_lexical.csv,Azure Activity log alert for Update security policy does not exist,Page 4,0.98,High,Content mapped to PDF section on page 4 with confidence 0.98.
mapped_policies_output_hf_lexical.csv,Azure Activity log alert for delete policy assignment does not exist,Page 4,0.96,High,Content mapped to PDF section on page 4 with confidence 0.96.
mapped_policies_output_hf_lexical.csv,Azure Administrators with IAM permissions are unused for 90 days,Page 4,0.98,High,Content mapped to PDF section on page 4 with confidence 0.98.
mapped_policies_output_hf_lexical.csv,Azure App Service Environment configured with weak TLS cipher suites,Page 4,0.95,High,Content mapped to PDF section on page 4 with confidence 0.95.
mapped_policies_output_hf_lexical.csv,Azure App Service Health Check Missing,Page 2,0.89,High,Content mapped to PDF section on page 2 with confidence 0.89.
mapped_policies_output_hf_lexical.csv,Azure App Service Instance Lacks Redundancy,Page 2,0.95,High,Content mapped to PDF section on page 2 with confidence 0.95.
mapped_policies_output_hf_lexical.csv,Azure App Service Not Always On,Page 3,0.79,High,Content mapped to PDF section on page 3 with confidence 0.79.
mapped_policies_output_hf_lexical.csv,Azure App Service Plan is Not Suitable for Production,Page 1,0.98,High,Content mapped to PDF section on page 1 with confidence 0.98.
mapped_policies_output_hf_lexical.csv,Azure App Service Web app authentication is off,Page 3,0.98,High,Content mapped to PDF section on page 3 with confidence 0.98.
mapped_policies_output_hf_lexical.csv,Azure App Service Web app client certificate is disabled,Page 1,0.99,High,Content mapped to PDF section on page 1 with confidence 0.99.
mapped_policies_output_hf_lexical.csv,Azure App Service Web app does not use latest Java version,Page 1,0.99,High,Content mapped to PDF section on page 1 with confidence 0.99.
mapped_policies_output_hf_lexical.csv,Azure App Service Web app does not use latest PHP version,Page 1,0.99,High,Content mapped to PDF section on page 1 with confidence 0.99.
mapped_policies_output_hf_lexical.csv,Azure App Service Web app does not use latest Python version,Page 5,0.99,High,Content mapped to PDF section on page 5 with confidence 0.99.
mapped_policies_output_hf_lexical.csv,Azure App Service Web app doesn't have a Managed Service Identity,Page 4,0.99,High,Content mapped to PDF section on page 4 with confidence 0.99.
mapped_policies_output_hf_lexical.csv,Azure App Service Web app doesn't redirect HTTP to HTTPS,Page 1,0.98,High,Content mapped to PDF section on page 1 with confidence 0.98.
mapped_policies_output_hf_lexical.csv,Azure App Service Web app doesn't use HTTP 2.0,Page 3,0.92,High,Content mapped to PDF section on page 3 with confidence 0.92.
mapped_policies_output_hf_lexical.csv,Azure App Service Web app doesn't use latest .Net Core version,Page 5,0.99,High,Content mapped to PDF section on page 5 with confidence 0.99.
mapped_policies_output_hf_lexical.csv,Azure App Service Web app doesn't use latest .Net framework version,Page 4,0.99,High,Content mapped to PDF section on page 4 with confidence 0.99.
mapped_policies_output_hf_lexical.csv,Azure App Service Web app doesn't use latest Java version,Page 1,0.99,High,Content mapped to PDF section on page 1 with confidence 0.99.
mapped_policies_output_hf_lexical.csv,Azure App Service Web app doesn't use latest PHP version,Page 1,0.99,High,Content mapped to PDF section on page 1 with confidence 0.99.
mapped_policies_output_hf_lexical.csv,Azure App Service Web app doesn't use latest Python version,Page 5,0.99,High,Content mapped to PDF section on page 5 with confidence 0.99.
mapped_policies_output_hf_lexical.csv,Azure App Service Web app doesn't use latest TLS version,Page 1,0.99,High,Content mapped to PDF section on page 1 with confidence 0.99.
mapped_policies_output_hf_lexical.csv,Azure App Service basic authentication enabled,Page 2,0.99,High,Content mapped to PDF section on page 2 with confidence 0.99.
mapped_policies_output_hf_lexical.csv,Azure App Service web apps with public network access,Page 1,0.98,High,Content mapped to PDF section on page 1 with confidence 0.98.
mapped_policies_output_hf_lexical.csv,Azure App Services FTP deployment is All allowed,Page 2,0.98,High,Content mapped to PDF section on page 2 with confidence 0.98.
mapped_policies_output_hf_lexical.csv,Azure App Services Remote debugging is enabled,Page 2,0.97,High,Content mapped to PDF section on page 2 with confidence 0.97.
mapped_policies_output_hf_lexical.csv,Azure App service HTTP logging is disabled,Page 2,0.92,High,Content mapped to PDF section on page 2 with confidence 0.92.
mapped_policies_output_hf_lexical.csv,Azure App service slot does not have debugging disabled,Page 1,0.99,High,Content mapped to PDF section on page 1 with confidence 0.99.
mapped_policies_output_hf_lexical.csv,Azure App's service slot does not use the latest version of TLS encryption,Page 4,0.94,High,Content mapped to PDF section on page 4 with confidence 0.94.
mapped_policies_output_hf_lexical.csv,Azure Application Gateway WAF policy is not enabled in prevention mode,Page 4,0.94,High,Content mapped to PDF section on page 4 with confidence 0.94.
mapped_policies_output_hf_lexical.csv,Azure Application Gateway Web application firewall (WAF) policy rule for Remote Command Execution is disabled,Page 4,0.76,High,Content mapped to PDF section on page 4 with confidence 0.76.
mapped_policies_output_hf_lexical.csv,Azure Application Gateway does not have the Web application firewall (WAF) enabled,Page 4,0.89,High,Content mapped to PDF section on page 4 with confidence 0.89.
mapped_policies_output_hf_lexical.csv,Azure Application Gateway is configured with SSL policy having TLS version 1.1 or lower,Page 4,0.86,High,Content mapped to PDF section on page 4 with confidence 0.86.
mapped_policies_output_hf_lexical.csv,Azure Application Gateway listener not secured with SSL profile,Page 4,0.99,High,Content mapped to PDF section on page 4 with confidence 0.99.
mapped_policies_output_hf_lexical.csv,Azure Application Insights configured with overly permissive network access,Page 4,0.9,High,Content mapped to PDF section on page 4 with confidence 0.9.
mapped_policies_output_hf_lexical.csv,Azure Application Insights not configured with Azure Active Directory (Azure AD) authentication,Page 4,0.81,High,Content mapped to PDF section on page 4 with confidence 0.81.
mapped_policies_output_hf_lexical.csv,Azure Application gateways listener that allow connection requests over HTTP,Page 4,0.91,High,Content mapped to PDF section on page 4 with confidence 0.91.
mapped_policies_output_hf_lexical.csv,Azure Automation account configured with overly permissive network access,Page 4,0.91,High,Content mapped to PDF section on page 4 with confidence 0.91.
mapped_policies_output_hf_lexical.csv,Azure Automation account is not configured with managed identity,Page 4,0.98,High,Content mapped to PDF section on page 4 with confidence 0.98.
mapped_policies_output_hf_lexical.csv,Azure Automation account variables are not encrypted,Page 1,0.99,High,Content mapped to PDF section on page 1 with confidence 0.99.
mapped_policies_output_hf_lexical.csv,Azure Batch Account configured with overly permissive network access,Page 4,0.95,High,Content mapped to PDF section on page 4 with confidence 0.95.
mapped_policies_output_hf_lexical.csv,Azure Batch account does not use key vault to encrypt data,Page 1,0.99,High,Content mapped to PDF section on page 1 with confidence 0.99.
mapped_policies_output_hf_lexical.csv,Azure Batch account is not configured with managed identity,Page 5,0.99,High,Content mapped to PDF section on page 5 with confidence 0.99.
mapped_policies_output_hf_lexical.csv,Azure Blob Storage utilized for Azure Machine Learning training job data,Page 4,0.93,High,Content mapped to PDF section on page 4 with confidence 0.93.
mapped_policies_output_hf_lexical.csv,Azure Built-in logging for Azure function app is disabled,Page 1,0.99,High,Content mapped to PDF section on page 1 with confidence 0.99.
mapped_policies_output_hf_lexical.csv,Azure CDN Doesn't Disable HTTP Endpoint,Page 2,0.88,High,Content mapped to PDF section on page 2 with confidence 0.88.
mapped_policies_output_hf_lexical.csv,Azure CDN Endpoint Custom domains is not configured with HTTPS,Page 4,0.98,High,Content mapped to PDF section on page 4 with confidence 0.98.
mapped_policies_output_hf_lexical.csv,Azure CDN Endpoint Custom domains using insecure TLS version,Page 4,0.97,High,Content mapped to PDF section on page 4 with confidence 0.97.
mapped_policies_output_hf_lexical.csv,Azure CDN Using Outdated TLS Encryption,Page 2,0.9,High,Content mapped to PDF section on page 2 with confidence 0.9.
mapped_policies_output_hf_lexical.csv,Azure Cache for Redis not configured with data in transit encryption,Page 4,0.96,High,Content mapped to PDF section on page 4 with confidence 0.96.
mapped_policies_output_hf_lexical.csv,Azure Client Certificates are not enforced for API management,Page 4,0.99,High,Content mapped to PDF section on page 4 with confidence 0.99.
mapped_policies_output_hf_lexical.csv,Azure Cognitive Search With Global IP Allowance,Page 2,0.98,High,Content mapped to PDF section on page 2 with confidence 0.98.
mapped_policies_output_hf_lexical.csv,Azure Cognitive Search Without Managed Identities,Page 2,0.97,High,Content mapped to PDF section on page 2 with confidence 0.97.
mapped_policies_output_hf_lexical.csv,Azure Cognitive Search Without SLA Index Updates,Page 2,0.98,High,Content mapped to PDF section on page 2 with confidence 0.98.
mapped_policies_output_hf_lexical.csv,Azure Cognitive Search Without SLA for Search Index Queries,Page 5,0.98,High,Content mapped to PDF section on page 5 with confidence 0.98.
mapped_policies_output_hf_lexical.csv,Azure Cognitive Services account configured with local authentication,Page 4,0.93,High,Content mapped to PDF section on page 4 with confidence 0.93.
mapped_policies_output_hf_lexical.csv,Azure Cognitive Services account configured with public network access,Page 4,0.94,High,Content mapped to PDF section on page 4 with confidence 0.94.
mapped_policies_output_hf_lexical.csv,Azure Cognitive Services account hosted with OpenAI is not configured with data loss prevention,Page 4,0.8,High,Content mapped to PDF section on page 4 with confidence 0.8.
mapped_policies_output_hf_lexical.csv,Azure Cognitive Services account is not configured with managed identity,Page 4,0.92,High,Content mapped to PDF section on page 4 with confidence 0.92.
mapped_policies_output_hf_lexical.csv,Azure Cognitive Services account not configured with private endpoint,Page 4,0.94,High,Content mapped to PDF section on page 4 with confidence 0.94.
mapped_policies_output_hf_lexical.csv,Azure Cognitive Services does not Customer Managed Keys (CMKs) for encryption,Page 4,0.9,High,Content mapped to PDF section on page 4 with confidence 0.9.
mapped_policies_output_hf_lexical.csv,Azure Compute Resource Assigned Managed Identity Assignment Permissions Which Could Lead to Privilege Escalation,Page 4,0.74,High,Content mapped to PDF section on page 4 with confidence 0.74.
mapped_policies_output_hf_lexical.csv,Azure Compute Resource Assigned Role & Role Assignment Related Permissions Which Could Lead to Privilege Escalation,Page 4,0.73,High,Content mapped to PDF section on page 4 with confidence 0.73.
mapped_policies_output_hf_lexical.csv,Azure Compute workload assigning roles to resources,Page 1,0.98,High,Content mapped to PDF section on page 1 with confidence 0.98.
mapped_policies_output_hf_lexical.csv,Azure Compute workload creating or modifying route tables,Page 5,0.99,High,Content mapped to PDF section on page 5 with confidence 0.99.
mapped_policies_output_hf_lexical.csv,Azure Compute workload deleting network security groups,Page 5,0.99,High,Content mapped to PDF section on page 5 with confidence 0.99.
mapped_policies_output_hf_lexical.csv,Azure Compute workload disabling Azure alerts,Page 2,0.97,High,Content mapped to PDF section on page 2 with confidence 0.97.
mapped_policies_output_hf_lexical.csv,Azure Compute workload disabling anti-malware extensions,Page 5,0.99,High,Content mapped to PDF section on page 5 with confidence 0.99.
mapped_policies_output_hf_lexical.csv,Azure Compute workload modifying Key Vault configurations,Page 5,0.99,High,Content mapped to PDF section on page 5 with confidence 0.99.
mapped_policies_output_hf_lexical.csv,Azure Container Instance environment variable with regular value type,Page 4,0.94,High,Content mapped to PDF section on page 4 with confidence 0.94.
mapped_policies_output_hf_lexical.csv,Azure Container Instance is not configured with virtual network,Page 4,0.99,High,Content mapped to PDF section on page 4 with confidence 0.99.
mapped_policies_output_hf_lexical.csv,Azure Container Instance not configured with the managed identity,Page 4,0.97,High,Content mapped to PDF section on page 4 with confidence 0.97.
mapped_policies_output_hf_lexical.csv,Azure Container Registry (ACR) Does Not Have a Quarantine Policy Enabled,Page 4,0.94,High,Content mapped to PDF section on page 4 with confidence 0.94.
mapped_policies_output_hf_lexical.csv,Azure Container Registry (ACR) Doesn't Have a Retention Policy Set,Page 4,0.98,High,Content mapped to PDF section on page 4 with confidence 0.98.
mapped_policies_output_hf_lexical.csv,Azure Container Registry (ACR) Isn't Configured to Use Signed/Trusted Images,Page 4,0.92,High,Content mapped to PDF section on page 4 with confidence 0.92.
mapped_policies_output_hf_lexical.csv,Azure Container Registry (ACR) not zone redundant,Page 2,0.98,High,Content mapped to PDF section on page 2 with confidence 0.98.
mapped_policies_output_hf_lexical.csv,Azure Container Registry dedicated data endpoint is disabled,Page 4,0.99,High,Content mapped to PDF section on page 4 with confidence 0.99.
mapped_policies_output_hf_lexical.csv,Azure Container Registry does not use a dedicated resource group,Page 4,0.99,High,Content mapped to PDF section on page 4 with confidence 0.99.
mapped_policies_output_hf_lexical.csv,Azure Container Registry not encrypted with Customer Managed Key (CMK),Page 4,0.96,High,Content mapped to PDF section on page 4 with confidence 0.96.
mapped_policies_output_hf_lexical.csv,Azure Container Registry using the deprecated classic registry,Page 4,0.99,High,Content mapped to PDF section on page 4 with confidence 0.99.
mapped_policies_output_hf_lexical.csv,Azure Container Registry with ARM audience token authentication enabled,Page 4,0.92,High,Content mapped to PDF section on page 4 with confidence 0.92.
mapped_policies_output_hf_lexical.csv,Azure Container Registry with anonymous authentication enabled,Page 4,0.98,High,Content mapped to PDF section on page 4 with confidence 0.98.
mapped_policies_output_hf_lexical.csv,Azure Container Registry with exports enabled,Page 2,0.97,High,Content mapped to PDF section on page 2 with confidence 0.97.
mapped_policies_output_hf_lexical.csv,Azure Container Registry with local admin account enabled,Page 5,0.99,High,Content mapped to PDF section on page 5 with confidence 0.99.
mapped_policies_output_hf_lexical.csv,Azure Container Registry with repository scoped access token enabled,Page 4,0.95,High,Content mapped to PDF section on page 4 with confidence 0.95.
mapped_policies_output_hf_lexical.csv,Azure Container registries Public access to All networks is enabled,Page 4,0.96,High,Content mapped to PDF section on page 4 with confidence 0.96.
mapped_policies_output_hf_lexical.csv,Azure Cosmos DB (PaaS) instance with network path from the untrust internet source,Page 4,0.88,High,Content mapped to PDF section on page 4 with confidence 0.88.
mapped_policies_output_hf_lexical.csv,Azure Cosmos DB IP range filter not configured,Page 2,0.96,High,Content mapped to PDF section on page 2 with confidence 0.96.
mapped_policies_output_hf_lexical.csv,Azure Cosmos DB Private Endpoint Connection is not configured,Page 4,0.99,High,Content mapped to PDF section on page 4 with confidence 0.99.
mapped_policies_output_hf_lexical.csv,Azure Cosmos DB Virtual network is not configured,Page 2,0.98,High,Content mapped to PDF section on page 2 with confidence 0.98.
mapped_policies_output_hf_lexical.csv,Azure Cosmos DB allows traffic from public Azure datacenters,Page 5,0.98,High,Content mapped to PDF section on page 5 with confidence 0.98.
mapped_policies_output_hf_lexical.csv,Azure Cosmos DB enables public network access,Page 2,0.96,High,Content mapped to PDF section on page 2 with confidence 0.96.
mapped_policies_output_hf_lexical.csv,Azure Cosmos DB key based authentication is enabled,Page 3,0.98,High,Content mapped to PDF section on page 3 with confidence 0.98.
mapped_policies_output_hf_lexical.csv,Azure CosmosDB does not have Local Authentication disabled,Page 5,0.99,High,Content mapped to PDF section on page 5 with confidence 0.99.
mapped_policies_output_hf_lexical.csv,Azure Custom Role Administering Resource Locks not assigned,Page 4,0.98,High,Content mapped to PDF section on page 4 with confidence 0.98.
mapped_policies_output_hf_lexical.csv,Azure DNS Zone having dangling DNS Record vulnerable to subdomain takeover associated with Azure Storage account blob,Page 4,0.72,High,Content mapped to PDF section on page 4 with confidence 0.72.
mapped_policies_output_hf_lexical.csv,Azure DNS Zone having dangling DNS Record vulnerable to subdomain takeover associated with Web App Service,Page 4,0.76,High,Content mapped to PDF section on page 4 with confidence 0.76.
mapped_policies_output_hf_lexical.csv,Azure Data Explorer cluster disk encryption is disabled,Page 1,0.99,High,Content mapped to PDF section on page 1 with confidence 0.99.
mapped_policies_output_hf_lexical.csv,Azure Data Explorer cluster double encryption is disabled,Page 5,0.99,High,Content mapped to PDF section on page 5 with confidence 0.99.
mapped_policies_output_hf_lexical.csv,Azure Data Explorer encryption at rest does not use a customer-managed key,Page 4,0.94,High,Content mapped to PDF section on page 4 with confidence 0.94.
mapped_policies_output_hf_lexical.csv,Azure Data Explorer without SLA,Page 2,0.8,High,Content mapped to PDF section on page 2 with confidence 0.8.
mapped_policies_output_hf_lexical.csv,Azure Data Factory (V2) configured with overly permissive network access,Page 4,0.94,High,Content mapped to PDF section on page 4 with confidence 0.94.
mapped_policies_output_hf_lexical.csv,Azure Data Factory (V2) is not configured with managed identity,Page 4,0.97,High,Content mapped to PDF section on page 4 with confidence 0.97.
mapped_policies_output_hf_lexical.csv,Azure Data Factory does not use Git repository for source control,Page 4,0.99,High,Content mapped to PDF section on page 4 with confidence 0.99.
mapped_policies_output_hf_lexical.csv,Azure Data exfiltration protection for Azure Synapse workspace is disabled,Page 4,0.91,High,Content mapped to PDF section on page 4 with confidence 0.91.
mapped_policies_output_hf_lexical.csv,Azure Database for MariaDB not configured with private endpoint,Page 4,0.99,High,Content mapped to PDF section on page 4 with confidence 0.99.
mapped_policies_output_hf_lexical.csv,Azure Database for MySQL flexible server firewall rule allow access to all IPv4 address,Page 4,0.86,High,Content mapped to PDF section on page 4 with confidence 0.86.
mapped_policies_output_hf_lexical.csv,Azure Database for MySQL flexible server public network access setting is enabled,Page 4,0.87,High,Content mapped to PDF section on page 4 with confidence 0.87.
mapped_policies_output_hf_lexical.csv,Azure Database for MySQL server not configured with private endpoint,Page 4,0.95,High,Content mapped to PDF section on page 4 with confidence 0.95.
mapped_policies_output_hf_lexical.csv,Azure Databricks Workspaces not using customer-managed key for root DBFS encryption,Page 4,0.87,High,Content mapped to PDF section on page 4 with confidence 0.87.
mapped_policies_output_hf_lexical.csv,Azure Databricks workspace is public,Page 2,0.87,High,Content mapped to PDF section on page 2 with confidence 0.87.
mapped_policies_output_hf_lexical.csv,Azure Event Grid Domain Local Authentication Enabled,Page 1,0.98,High,Content mapped to PDF section on page 1 with confidence 0.98.
mapped_policies_output_hf_lexical.csv,Azure Event Grid Domain Managed Identity Provider is Disabled,Page 4,0.99,High,Content mapped to PDF section on page 4 with confidence 0.99.
mapped_policies_output_hf_lexical.csv,Azure Event Grid Topic Local Authentication Enabled,Page 1,0.98,High,Content mapped to PDF section on page 1 with confidence 0.98.
mapped_policies_output_hf_lexical.csv,Azure Event Grid Topic Managed Identity Provider,Page 2,0.98,High,Content mapped to PDF section on page 2 with confidence 0.98.
mapped_policies_output_hf_lexical.csv,Azure Event Grid Topic Public Network Access,Page 3,0.95,High,Content mapped to PDF section on page 3 with confidence 0.95.
mapped_policies_output_hf_lexical.csv,Azure Event Grid domain public network access is enabled,Page 1,0.99,High,Content mapped to PDF section on page 1 with confidence 0.99.
mapped_policies_output_hf_lexical.csv,Azure Event Hub Instance not defined with authorization rule,Page 4,0.98,High,Content mapped to PDF section on page 4 with confidence 0.98.
mapped_policies_output_hf_lexical.csv,Azure Event Hub Namespace having authorization rules except RootManageSharedAccessKey,Page 4,0.85,High,Content mapped to PDF section on page 4 with confidence 0.85.
mapped_policies_output_hf_lexical.csv,Azure Event Hub Namespace is not zone redundant,Page 2,0.97,High,Content mapped to PDF section on page 2 with confidence 0.97.
mapped_policies_output_hf_lexical.csv,Azure Firewall does not define a firewall policy,Page 2,0.99,High,Content mapped to PDF section on page 2 with confidence 0.99.
mapped_policies_output_hf_lexical.csv,Azure Front Door (Classic) Web application firewall (WAF) policy rule for Remote Command Execution is disabled,Page 4,0.77,High,Content mapped to PDF section on page 4 with confidence 0.77.
mapped_policies_output_hf_lexical.csv,Azure Front Door does not have the Azure Web application firewall (WAF) enabled,Page 4,0.92,High,Content mapped to PDF section on page 4 with confidence 0.92.
mapped_policies_output_hf_lexical.csv,Azure Function App authentication is off,Page 2,0.91,High,Content mapped to PDF section on page 2 with confidence 0.91.
mapped_policies_output_hf_lexical.csv,Azure Function App client certificate is disabled,Page 2,0.99,High,Content mapped to PDF section on page 2 with confidence 0.99.
mapped_policies_output_hf_lexical.csv,Azure Function App doesn't have a Managed Service Identity,Page 5,0.99,High,Content mapped to PDF section on page 5 with confidence 0.99.
mapped_policies_output_hf_lexical.csv,Azure Function App doesn't redirect HTTP to HTTPS,Page 2,0.98,High,Content mapped to PDF section on page 2 with confidence 0.98.
mapped_policies_output_hf_lexical.csv,Azure Function App doesn't use HTTP 2.0,Page 2,0.85,High,Content mapped to PDF section on page 2 with confidence 0.85.
mapped_policies_output_hf_lexical.csv,Azure Function App doesn't use latest TLS version,Page 2,0.98,High,Content mapped to PDF section on page 2 with confidence 0.98.
mapped_policies_output_hf_lexical.csv,Azure Function App with administrative permissions,Page 1,0.98,High,Content mapped to PDF section on page 1 with confidence 0.98.
mapped_policies_output_hf_lexical.csv,Azure Function App with public access linked to Blob Storage,Page 5,0.99,High,Content mapped to PDF section on page 5 with confidence 0.99.
mapped_policies_output_hf_lexical.csv,Azure Function app configured with public network access,Page 5,0.99,High,Content mapped to PDF section on page 5 with confidence 0.99.
mapped_policies_output_hf_lexical.csv,Azure Functions HTTP Trigger Key detected in code,Page 2,0.99,High,Content mapped to PDF section on page 2 with confidence 0.99.
mapped_policies_output_hf_lexical.csv,Azure GitHub Actions OIDC trust policy is insecurely configured,Page 4,0.99,High,Content mapped to PDF section on page 4 with confidence 0.99.
mapped_policies_output_hf_lexical.csv,Azure Guest User Invite not restricted to users with specific admin role,Page 4,0.94,High,Content mapped to PDF section on page 4 with confidence 0.94.
mapped_policies_output_hf_lexical.csv,Azure HTTP (port 80) access from the internet is not restricted,Page 5,0.98,High,Content mapped to PDF section on page 5 with confidence 0.98.
mapped_policies_output_hf_lexical.csv,Azure IAM effective permissions are over-privileged (7 days),Page 5,0.99,High,Content mapped to PDF section on page 5 with confidence 0.99.
mapped_policies_output_hf_lexical.csv,Azure IAM effective permissions are over-privileged (90 days),Page 5,0.98,High,Content mapped to PDF section on page 5 with confidence 0.98.
mapped_policies_output_hf_lexical.csv,Azure IoT Hub enables public network access,Page 2,0.94,High,Content mapped to PDF section on page 2 with confidence 0.94.
mapped_policies_output_hf_lexical.csv,Azure Key Vault Firewall is not enabled,Page 2,0.89,High,Content mapped to PDF section on page 2 with confidence 0.89.
mapped_policies_output_hf_lexical.csv,Azure Key Vault Key has no expiration date (Non-RBAC Key vault),Page 5,0.98,High,Content mapped to PDF section on page 5 with confidence 0.98.
mapped_policies_output_hf_lexical.csv,Azure Key Vault Key has no expiration date (RBAC Key vault),Page 1,0.98,High,Content mapped to PDF section on page 1 with confidence 0.98.
mapped_policies_output_hf_lexical.csv,Azure Key Vault Keys does not have expiration date,Page 2,0.99,High,Content mapped to PDF section on page 2 with confidence 0.99.
